"DATA","Livello idrometrico fiume (m)","Livello Idrometrico Canale (m)","Portata fiume (m³/s)","Portata canale (m³/s)","Portata naturale (m³/s)"
"2019-12-27","0.38","1.18","15.90","14.59","30.49"
"2019-12-28","0.36","1.19","14.48","14.62","29.10"
"2019-12-29","0.35","1.18","13.75","14.43","28.18"
"2019-12-30","0.35","1.17","13.44","14.33","27.77"
"2019-12-31","0.32","1.17","11.74","14.36","26.10"
"2020-01-01","0.04","1.08","4.07","11.91","15.98"
"2020-01-02","0.09","1.09","6.35","12.20","18.54"
"2020-01-03","0.03","1.05","4.57","11.45","16.02"
"2020-01-04","-0.12","0.95","2.48","9.63","12.11"
"2020-01-05","-0.15","0.91","2.70","8.99","11.69"
"2020-01-06","0.06","1.02","4.96","11.15","16.70"
"2020-01-07","0.08","1.07","5.36","11.98","18.02"
"2020-01-08","0.11","1.10","4.45","12.50","17.16"
"2020-01-09","0.20","1.16","5.37","13.53","19.51"
"2020-01-10","0.25","1.16","6.75","13.55","21.38"
"2020-01-11","0.18","1.14","4.95","13.15","18.33"
"2020-01-12","0.17","1.14","5.02","13.14","18.88"
"2020-01-13","0.26","1.16","7.14","13.58","22.25"
"2020-01-14","0.25","1.17","6.64","13.77","21.68"
"2020-01-15","0.22","1.16","6.06","13.52","20.41"
"2020-01-16","0.17","1.14","4.85","13.25","18.82"
"2020-01-17","0.17","1.14","5.16","13.09","18.88"
"2020-01-18","0.17","1.14","4.86","13.19","18.44"
"2020-01-19","0.03","1.10","3.37","12.38","15.95"
"2020-01-20","0.10","1.11","4.22","12.60","17.15"
"2020-01-21","0.11","1.11","4.42","12.61","17.62"
"2020-01-22","0.15","1.11","4.95","12.65","18.40"
"2020-01-23","0.15","1.13","4.66","13.10","18.32"
"2020-01-24","0.14","1.11","4.98","12.57","18.18"
"2020-01-25","-0.02","1.07","3.00","11.86","15.12"
"2020-01-26","-0.07","1.04","2.52","11.28","14.05"
"2020-01-27","0.02","1.07","3.41","11.79","15.74"
"2020-01-28","-0.08","0.99","2.87","10.66","13.94"
"2020-01-29","-0.19","0.92","1.99","9.48","11.60"
"2020-01-30","-0.04","1.01","3.18","10.92","14.27"
"2020-01-31","-0.01","1.04","3.16","11.34","14.67"
"2020-02-01","-0.16","0.94","2.03","9.76","11.78"
"2020-02-02","-0.25","0.79","1.92","7.82","9.74"
"2020-02-03","-0.01","0.98","3.78","10.72","14.50"
"2020-02-04","0.27","1.14","6.68","13.13","19.82"
"2020-02-05","0.15","1.04","5.15","11.73","16.89"
"2020-02-06","0.24","1.10","5.67","12.30","17.98"
"2020-02-07","0.24","1.08","5.72","12.06","17.78"
"2020-02-08","0.23","1.07","5.54","11.84","17.39"
"2020-02-09","0.07","0.99","4.23","10.54","14.77"
"2020-02-10","0.08","0.99","4.42","10.60","15.03"
"2020-02-11","0.04","1.01","4.31","11.06","15.37"
"2020-02-12","-0.03","0.97","3.61","10.25","13.87"
"2020-02-13","0.10","0.99","4.36","10.49","14.85"
"2020-02-14","0.09","0.93","4.42","9.73","14.15"
"2020-02-15","0.00","0.77","3.42","7.24","10.66"
"2020-02-16","-0.06","0.66","2.95","5.92","8.88"
"2020-02-17","0.16","0.90","4.92","9.05","13.96"
"2020-02-18","0.10","0.77","4.30","7.19","11.50"
"2020-02-19","-0.05","0.85","3.21","8.85","12.05"
"2020-02-20","-0.17","0.85","2.68","8.57","11.26"
"2020-02-21","0.00","1.01","3.60","10.97","14.56"
"2020-02-22","-0.13","0.86","2.84","8.82","11.66"
"2020-02-23","-0.35","0.64","1.60","5.57","7.17"
"2020-02-24","-0.11","0.90","2.56","9.16","11.72"
"2020-02-25","0.09","1.03","4.25","11.17","15.42"
"2020-02-26","-0.02","0.93","3.36","9.72","13.08"
"2020-02-27","-0.03","0.96","3.44","10.29","13.73"
"2020-02-28","-0.15","0.89","2.73","9.15","11.87"
"2020-02-29","-0.30","0.80","1.82","7.64","9.46"
"2020-03-01","-0.51","0.54","0.85","4.19","5.04"
"2020-03-02","0.00","0.94","5.18","9.93","15.11"
"2020-03-03","0.05","0.96","4.22","10.11","14.33"
"2020-03-04","-0.06","0.91","3.36","9.59","12.95"
"2020-03-05","0.20","1.11","5.48","12.49","17.97"
"2020-03-06","-0.04","0.92","3.68","9.68","13.36"
"2020-03-07","-0.12","0.92","2.77","9.39","12.16"
"2020-03-08","-0.49","0.54","1.34","4.52","5.85"
"2020-03-09","-0.17","0.83","2.86","8.37","11.23"
"2020-03-10","-0.30","0.71","1.84","6.69","8.53"
"2020-03-11","-0.26","0.72","1.97","6.74","8.71"
"2020-03-12","-0.21","0.77","2.15","7.30","9.44"
"2020-03-13","-0.23","0.80","2.23","7.64","9.87"
"2020-03-14","-0.01","0.99","3.56","10.48","14.04"
"2020-03-15","-0.36","0.72","1.37","6.36","7.72"
"2020-03-16","-0.33","0.72","1.68","6.58","8.25"
"2020-03-17","-0.36","0.70","1.56","6.29","7.85"
"2020-03-18","-0.35","0.71","1.61","6.36","7.96"
"2020-03-19","-0.21","0.85","2.48","8.23","10.71"
"2020-03-20","-0.08","0.94","3.24","9.57","12.81"
"2020-03-21","-0.27","0.77","2.00","7.10","9.10"
"2020-03-22","-0.16","0.86","2.51","8.36","10.87"
"2020-03-23","-0.28","0.75","1.51","6.63","8.15"
"2020-03-24","-0.26","0.74","2.69","6.69","9.38"
"2020-03-25","-0.25","0.68","2.33","6.07","8.40"
"2020-03-26","-0.14","0.79","2.72","7.48","10.20"
"2020-03-27","0.02","0.91","5.14","9.32","14.46"
"2020-03-28","-0.11","0.85","3.20","8.51","11.72"
"2020-03-29","-0.28","0.73","3.02","6.78","9.79"
"2020-03-30","0.22","1.07","7.94","11.79","19.73"
"2020-03-31","-0.31","0.75","1.70","6.64","8.34"
"2020-04-01","-0.39","0.67","1.50","5.86","7.36"
"2020-04-02","-0.30","0.69","2.04","6.12","8.16"
"2020-04-03","-0.24","0.76","2.36","7.04","9.40"
"2020-04-04","-0.32","0.66","1.90","5.63","7.53"
"2020-04-05","-0.25","0.73","2.31","6.55","8.86"
"2020-04-06","-0.05","0.91","4.59","9.27","13.86"
"2020-04-07","0.19","1.11","6.67","12.61","19.27"
"2020-04-08","-0.06","0.97","3.33","10.11","13.44"
"2020-04-09","-0.01","1.02","3.12","10.97","14.08"
"2020-04-10","0.04","1.08","3.57","12.04","15.61"
"2020-04-11","0.16","1.12","5.65","12.78","18.43"
"2020-04-12","0.23","1.12","6.15","12.85","19.00"
"2020-04-13","0.18","1.13","4.98","12.96","17.94"
"2020-04-14","0.18","1.13","5.00","13.03","18.03"
"2020-04-15","0.23","1.13","5.81","12.88","18.69"
"2020-04-16","0.24","1.11","5.90","12.55","18.45"
"2020-04-17","0.27","1.11","7.92","12.52","20.44"
"2020-04-18","0.30","1.10","9.72","12.38","22.10"
"2020-04-19","0.30","1.09","8.78","12.20","20.98"
"2020-04-20","0.43","1.11","36.41","12.60","49.01"
"2020-04-21","0.54","1.17","68.64","13.83","82.48"
"2020-04-22","0.42","1.17","34.89","13.78","48.67"
"2020-04-23","0.33","1.15","12.25","13.48","25.73"
"2020-04-24","0.33","1.18","12.20","14.00","26.20"
"2020-04-25","0.34","1.19","11.70","14.29","25.99"
"2020-04-26","0.38","1.18","21.31","14.13","35.44"
"2020-04-27","0.42","1.17","34.35","13.79","48.14"
"2020-04-28","0.53","1.17","60.24","13.72","73.97"
"2020-04-29","0.52","1.19","45.95","14.35","60.30"
"2020-04-30","0.52","1.18","43.58","14.06","57.63"
"2020-05-01","0.43","1.17","19.71","13.81","33.52"
"2020-05-02","0.42","1.20","18.49","14.38","32.87"
"2020-05-03","0.42","1.18","19.05","13.99","33.04"
"2020-05-04","0.44","1.15","20.51","13.43","33.94"
"2020-05-05","0.46","1.13","22.33","12.98","35.32"
"2020-05-06","0.49","1.12","24.80","12.77","37.57"
"2020-05-07","0.46","1.19","21.87","14.26","36.13"
"2020-05-08","0.45","1.21","21.49","14.76","36.25"
"2020-05-09","0.45","1.21","21.45","14.78","36.23"
"2020-05-10","0.58","1.17","50.58","13.90","64.48"
"2020-05-11","0.46","0.93","110.78","10.06","120.80"
"2020-05-12","0.55","1.13","66.71","13.05","79.76"
"2020-05-13","0.68","1.13","122.01","12.89","134.90"
"2020-05-14","0.64","1.17","93.90","13.76","107.66"
"2020-05-15","0.62","1.20","60.85","14.40","75.25"
"2020-05-16","0.64","1.19","64.12","14.31","78.43"
"2020-05-17","0.58","1.21","49.45","14.78","64.23"
"2020-05-18","0.53","1.24","28.51","15.33","43.83"
"2020-05-19","0.55","1.22","26.41","14.97","41.38"
"2020-05-20","0.57","1.25","38.47","15.64","54.11"
"2020-05-21","0.56","1.25","38.35","15.49","53.84"
"2020-05-22","0.55","1.23","31.83","15.16","46.99"
"2020-05-23","0.53","1.22","25.86","14.90","40.75"
"2020-05-24","0.51","1.18","23.87","14.02","37.89"
"2020-05-25","0.47","1.15","24.02","13.38","37.41"
"2020-05-26","0.47","1.22","24.74","14.87","39.60"
"2020-05-27","0.44","1.23","22.17","15.14","37.32"
"2020-05-28","0.42","1.23","20.17","15.02","35.19"
"2020-05-29","0.41","1.21","19.52","14.59","34.11"
"2020-05-30","0.36","1.19","15.60","14.19","29.78"
"2020-05-31","0.34","1.18","14.03","13.97","28.00"
"2020-06-01","0.34","1.21","13.06","14.60","27.66"
"2020-06-02","0.37","1.21","15.73","14.78","30.51"
"2020-06-03","0.40","1.20","21.44","14.55","35.99"
"2020-06-04","0.45","1.19","38.60","14.27","52.88"
"2020-06-05","0.40","1.21","27.51","14.75","42.26"
"2020-06-06","0.35","1.20","13.87","14.36","28.23"
"2020-06-07","0.39","1.18","19.84","14.10","33.95"
"2020-06-08","0.46","1.18","38.51","14.11","52.62"
"2020-06-09","0.55","1.14","60.82","13.16","73.97"
"2020-06-10","0.48","1.18","43.65","14.00","57.65"
"2020-06-11","0.43","1.18","31.34","14.10","45.44"
"2020-06-12","0.66","1.16","88.67","13.54","102.20"
"2020-06-13","0.77","1.18","123.00","14.00","137.00"
"2020-06-14","0.71","1.21","103.35","14.75","118.11"
"2020-06-15","0.60","1.22","72.48","14.80","87.28"
"2020-06-16","0.58","1.19","67.19","14.16","81.34"
"2020-06-17","0.66","1.14","88.89","13.20","102.10"
"2020-06-18","0.57","1.20","63.87","14.47","78.34"
"2020-06-19","0.48","1.20","43.63","14.51","58.14"
"2020-06-20","0.42","1.16","28.33","13.64","41.98"
"2020-06-21","0.41","1.21","24.33","14.73","39.06"
"2020-06-22","0.42","1.24","30.26","15.30","45.56"
"2020-06-23","0.43","1.23","32.06","15.21","47.27"
"2020-06-24","0.45","1.21","35.37","14.76","50.13"
"2020-06-25","0.44","1.19","34.57","14.29","48.85"
"2020-06-26","0.42","1.17","28.73","13.75","42.48"
"2020-06-27","0.40","1.20","23.15","14.49","37.64"
"2020-06-28","0.36","1.22","14.24","14.90","29.14"
"2020-06-29","0.40","1.23","21.08","15.12","36.20"
"2020-06-30","0.41","1.23","24.05","15.18","39.23"
"2020-07-01","0.41","1.21","26.50","14.74","41.24"
"2020-07-02","0.42","1.22","28.90","14.81","43.72"
"2020-07-03","0.43","1.20","28.58","14.38","42.96"
"2020-07-04","0.42","1.22","28.05","14.83","42.88"
"2020-07-05","0.36","1.21","15.56","14.69","30.26"
"2020-07-06","0.38","1.22","17.09","14.79","31.89"
"2020-07-07","0.38","1.19","16.03","14.30","30.33"
"2020-07-08","0.36","1.18","14.27","14.07","28.35"
"2020-07-09","0.36","1.18","14.38","13.99","28.36"
"2020-07-10","0.35","1.17","13.54","13.91","27.44"
"2020-07-11","0.31","1.19","10.50","14.22","24.73"
"2020-07-12","0.24","1.16","6.92","13.59","20.52"
"2020-07-13","0.30","1.16","10.08","13.71","23.79"
"2020-07-14","0.30","1.16","9.80","13.66","23.45"
"2020-07-15","0.31","1.16","10.09","13.63","23.72"
"2020-07-16","0.29","1.16","8.89","13.59","22.48"
"2020-07-17","0.29","1.16","8.13","13.54","21.67"
"2020-07-18","0.16","1.12","6.03","12.85","18.88"
"2020-07-19","0.07","1.09","4.17","12.25","16.41"
"2020-07-20","0.22","1.15","5.80","13.38","19.18"
"2020-07-21","0.25","1.14","7.18","13.30","20.48"
"2020-07-22","0.18","1.07","7.36","12.01","19.37"
"2020-07-23","0.25","1.10","8.93","12.50","21.43"
"2020-07-24","0.26","1.10","8.08","12.27","20.35"
"2020-07-25","0.02","1.01","3.94","10.66","14.60"
"2020-07-26","-0.05","1.00","2.77","10.58","13.35"
"2020-07-27","0.19","1.12","5.25","12.76","18.00"
"2020-07-28","0.27","1.14","7.25","13.19","20.44"
"2020-07-29","0.19","1.11","5.83","12.55","18.39"
"2020-07-30","0.19","1.10","6.36","12.46","18.82"
"2020-07-31","0.29","1.11","8.08","12.72","20.80"
"2020-08-01","0.07","1.07","3.95","11.81","15.76"
"2020-08-02","0.13","1.08","5.84","12.00","17.84"
"2020-08-03","0.27","1.11","9.79","12.55","22.34"
"2020-08-04","0.12","1.07","4.71","11.82","16.53"
"2020-08-05","0.10","1.06","4.35","11.57","15.92"
"2020-08-06","-0.09","0.91","2.38","8.96","11.34"
"2020-08-07","-0.04","0.96","3.05","9.77","12.82"
"2020-08-08","-0.07","0.97","2.42","9.98","12.40"
"2020-08-09","-0.06","0.98","2.60","10.16","12.76"
"2020-08-10","-0.03","0.99","3.37","10.24","13.61"
"2020-08-11","-0.04","1.01","2.72","10.59","13.31"
"2020-08-12","0.02","1.04","3.57","11.18","14.75"
"2020-08-13","0.16","1.07","4.97","11.93","16.90"
"2020-08-14","0.04","1.02","3.55","10.85","14.40"
"2020-08-15","-0.12","0.89","2.08","8.64","10.72"
"2020-08-16","-0.02","0.91","4.94","9.08","14.02"
"2020-08-17","-0.06","0.94","2.60","9.39","11.99"
"2020-08-18","0.01","0.91","3.11","8.98","12.08"
"2020-08-19","-0.10","0.85","2.27","7.89","10.16"
"2020-08-20","-0.23","0.83","1.35","7.61","8.96"
"2020-08-21","-0.25","0.80","1.22","7.11","8.33"
"2020-08-22","-0.25","0.79","1.25","7.05","8.30"
"2020-08-23","-0.27","0.76","1.18","6.67","7.85"
"2020-08-24","-0.27","0.75","1.15","6.47","7.62"
"2020-08-25","-0.27","0.74","1.12","6.33","7.44"
"2020-08-26","-0.28","0.73","1.11","6.23","7.34"
"2020-08-27","-0.26","0.75","1.19","6.43","7.62"
"2020-08-28","-0.18","0.82","1.69","7.47","9.16"
"2020-08-29","-0.41","0.55","1.17","4.55","5.72"
"2020-08-30","0.23","0.87","17.58","9.10","26.69"
"2020-08-31","0.20","1.06","8.10","11.65","19.75"
"2020-09-01","-0.06","0.92","3.07","9.49","12.56"
"2020-09-02","-0.30","0.70","1.77","6.42","8.19"
"2020-09-03","-0.36","0.64","1.33","5.68","7.02"
"2020-09-04","-0.62","0.34","0.59","2.20","2.79"
"2020-09-05","-0.57","0.37","0.82","2.81","3.62"
"2020-09-06","-0.63","0.29","0.58","1.96","2.55"
"2020-09-07","-0.40","0.56","1.55","4.69","6.24"
"2020-09-08","-0.62","0.31","0.58","1.98","2.56"
"2020-09-09","-0.37","0.61","1.15","5.35","6.50"
"2020-09-10","-0.39","0.58","1.06","4.86","5.92"
"2020-09-11","-0.35","0.62","1.32","5.50","6.82"
"2020-09-12","-0.69","0.18","0.54","1.27","1.81"
"2020-09-13","-0.69","0.17","0.55","1.27","1.82"
"2020-09-14","-0.48","0.44","1.36","4.13","5.49"
"2020-09-15","-0.34","0.64","1.72","6.04","7.77"
"2020-09-16","-0.61","0.33","0.64","2.43","3.07"
"2020-09-17","-0.64","0.26","0.84","2.28","3.12"
"2020-09-18","-0.66","0.23","0.58","1.73","2.32"
"2020-09-19","-0.67","0.20","0.55","1.45","2.01"
"2020-09-20","-0.58","0.32","0.67","2.44","3.12"
"2020-09-21","0.02","0.87","6.84","9.03","15.87"
"2020-09-22","-0.07","0.87","4.94","8.66","13.60"
"2020-09-23","-0.14","0.90","2.05","8.81","10.86"
"2020-09-24","0.07","0.95","7.71","9.85","17.56"
"2020-09-25","-0.20","0.79","1.77","7.21","8.97"
"2020-09-26","-0.31","0.57","1.17","4.31","5.49"
"2020-09-27","-0.30","0.44","1.10","3.01","4.11"
"2020-09-28","-0.38","0.52","1.17","4.02","5.19"
"2020-09-29","-0.57","0.39","0.68","2.67","3.34"
"2020-09-30","-0.60","0.33","0.60","2.07","2.67"
"2020-10-01","-0.63","0.27","0.58","1.75","2.33"
"2020-10-02","0.45","0.67","161.59","6.67","168.26"
"2020-10-03","1.66","0.92","671.91","9.81","681.72"
"2020-10-04","0.36","1.04","51.00","11.26","62.26"
"2020-10-05","0.06","0.98","20.30","10.19","30.49"
"2020-10-06","-0.16","0.84","14.97","7.81","22.78"
"2020-10-07","-0.24","0.64","13.20","5.49","18.69"
"2020-10-08","-0.24","0.65","13.27","5.18","18.45"
"2020-10-09","-0.25","0.59","13.04","4.38","17.42"
"2020-10-10","-0.37","0.41","10.23","2.68","12.91"
"2020-10-11","-0.42","0.34","9.00","2.09","11.09"
"2020-10-12","-0.22","0.61","7.57","6.02","13.59"
"2020-10-13","-0.02","1.00","6.16","10.55","16.71"
"2020-10-14","-0.01","1.02","6.62","10.81","17.43"
"2020-10-15","-0.14","0.79","5.29","8.39","13.68"
"2020-10-16","-0.02","0.99","5.82","10.29","16.11"
"2020-10-17","-0.06","0.95","5.29","9.68","14.97"
"2020-10-18","-0.19","0.85","4.08","8.00","12.07"
"2020-10-19","-0.18","0.87","4.19","8.43","12.62"
"2020-10-20","-0.35","0.70","3.18","6.08","9.26"
"2020-10-21","-0.40","0.64","2.94","5.43","8.37"
"2020-10-22","-0.33","0.72","3.23","6.35","9.59"
"2020-10-23","-0.34","0.71","2.14","5.87","8.01"
"2020-10-24","-0.33","0.67","1.80","5.44","7.25"
"2020-10-25","-0.33","0.64","3.05","5.00","8.05"
"2020-10-26","0.09","0.94","8.48","9.60","18.08"
"2020-10-27","-0.09","0.86","5.63","8.41","14.03"
"2020-10-28","-0.26","0.54","5.54","4.81","10.35"
"2020-10-29","-0.61","0.35","3.15","2.41","5.56"
"2020-10-30","-0.38","0.57","4.13","4.91","9.04"
"2020-10-31","-0.47","0.52","3.34","3.69","7.02"
"2020-11-01","-0.52","0.47","2.39","3.20","5.59"
"2020-11-02","-0.34","0.62","3.20","5.17","8.36"
"2020-11-03","-0.24","0.64","3.46","5.35","8.81"
"2020-11-04","-0.20","0.64","3.74","5.48","9.22"
"2020-11-05","-0.20","0.57","3.63","4.55","8.18"
"2020-11-06","-0.37","0.44","2.72","3.06","5.78"
"2020-11-07","-0.54","0.39","2.36","2.47","4.83"
"2020-11-08","-0.55","0.44","2.38","2.99","5.37"
"2020-11-09","-0.47","0.49","2.68","3.75","6.43"
"2020-11-10","-0.44","0.54","2.75","4.32","7.06"
"2020-11-11","-0.44","0.56","2.86","4.56","7.41"
"2020-11-12","-0.22","0.76","3.87","7.20","11.07"
"2020-11-13","-0.32","0.57","3.17","4.58","7.75"
"2020-11-14","-0.47","0.35","2.47","2.26","4.73"
"2020-11-15","-0.50","0.30","2.40","1.82","4.22"
"2020-11-16","-0.31","0.50","3.15","3.81","6.96"
"2020-11-17","-0.35","0.42","2.91","3.05","5.96"
"2020-11-18","-0.37","0.39","2.95","2.90","5.85"
"2020-11-19","-0.44","0.28","2.52","1.77","4.28"
"2020-11-20","-0.22","0.24","3.67","1.56","5.22"
"2020-11-21","-1.03","-0.17","4.32","0.35","4.67"
"2020-11-22","-1.33","-0.32","4.57","0.01","4.58"
"2020-11-23","-1.24","-0.31","5.15","0.01","5.16"
"2020-11-24","-1.21","-0.30","5.31","0.01","5.32"
"2020-11-25","-1.17","-0.30","5.55","0.01","5.56"
"2020-11-26","-1.17","-0.29","5.52","0.01","5.53"
"2020-11-27","-1.17","-0.30","5.54","0.01","5.55"
"2020-11-28","-1.23","-0.31","5.17","0.01","5.17"
"2020-11-29","-1.30","-0.31","4.66","0.01","4.67"
"2020-11-30","-1.38","-0.32","4.19","0.01","4.20"
"2020-12-01","-1.18","-0.29","2.84","0.01","2.85"
"2020-12-02","-1.15","-0.29","2.94","0.01","2.95"
"2020-12-03","-1.22","-0.31","2.79","0.01","2.80"
"2020-12-04","-1.24","-0.29","2.75","0.01","2.76"
"2020-12-05","-1.37","-0.29","2.50","0.01","2.51"
"2020-12-06","-1.40","-0.31","2.42","0.01","2.43"
"2020-12-07","-1.15","-0.29","2.93","0.01","2.94"
"2020-12-08","-1.15","-0.29","2.93","0.01","2.94"
"2020-12-09","-1.16","-0.30","2.91","0.01","2.92"
"2020-12-10","-1.30","-0.31","2.64","0.01","2.65"
"2020-12-11","-1.39","-0.32","2.43","0.01","2.44"
"2020-12-12","-1.44","-0.29","2.32","0.01","2.33"
"2020-12-13","-1.45","-0.31","2.30","0.01","2.31"
"2020-12-14","-1.50","-0.31","2.19","0.01","2.21"
"2020-12-15","-1.57","-0.35","2.01","0.01","2.02"
"2020-12-16","-1.47","-0.31","2.25","0.01","2.25"
"2020-12-17","-1.61","-0.32","1.91","0.01","1.92"
"2020-12-18","-1.53","-0.30","2.11","0.01","2.12"
"2020-12-19","-1.53","-0.34","2.10","0.01","2.12"
"2020-12-20","-1.53","-0.32","2.11","0.01","2.12"
"2020-12-21","-1.56","-0.31","2.04","0.01","2.05"
"2020-12-22","-1.63","-0.28","2.28","0.01","2.29"
"2020-12-23","-0.85","0.17","2.62","2.18","4.79"
"2020-12-24","-0.75","0.13","2.13","0.95","3.08"
"2020-12-25","-0.75","0.14","2.13","0.96","3.10"
"2020-12-26","-0.80","0.07","2.07","0.73","2.80"
"2020-12-27","-0.80","0.07","2.07","0.71","2.79"
"2020-12-28","-0.79","0.10","2.08","0.94","3.02"
"2020-12-29","-0.77","0.13","2.10","1.23","3.33"
"2020-12-30","-0.76","0.13","2.11","1.19","3.30"
"2020-12-31","-0.80","0.05","2.07","0.64","2.71"
"2021-01-01","-0.28","0.68","1.83","6.66","8.49"
"2021-01-02","0.00","0.97","3.15","9.94","13.09"
"2021-01-03","-0.42","0.53","1.25","4.47","5.72"
"2021-01-04","-0.18","0.78","2.19","7.51","9.70"
"2021-01-05","-0.16","0.78","2.11","7.40","9.51"
"2021-01-06","-0.23","0.65","1.64","5.63","7.27"
"2021-01-07","-0.28","0.62","1.43","5.32","6.74"
"2021-01-08","-0.28","0.58","1.54","4.82","6.36"
"2021-01-09","-0.08","0.67","4.82","6.41","11.23"
"2021-01-10","-0.12","0.52","3.96","4.61","8.57"
"2021-01-11","0.17","0.72","6.12","7.22","13.34"
"2021-01-12","0.05","0.97","4.19","10.24","14.43"
"2021-01-13","0.05","0.97","4.23","10.37","14.61"
"2021-01-14","0.06","0.93","5.53","9.67","15.20"
"2021-01-15","0.07","0.93","4.97","9.70","14.67"
"2021-01-16","-0.06","0.87","3.15","8.92","12.07"
"2021-01-17","-0.03","0.90","3.36","9.31","12.67"
"2021-01-18","0.03","0.96","3.83","10.25","14.08"
"2021-01-19","0.00","0.94","3.73","10.00","13.73"
"2021-01-20","0.03","0.95","4.02","10.15","14.16"
"2021-01-21","0.01","0.92","3.87","9.84","13.71"
"2021-01-22","0.05","0.94","4.86","9.99","14.85"
"2021-01-23","-0.05","0.88","3.29","9.01","12.30"
"2021-01-24","-0.28","0.73","1.67","6.64","8.31"
"2021-01-25","-0.02","0.90","3.57","9.19","12.76"
"2021-01-26","0.06","0.92","4.27","9.46","13.73"
"2021-01-27","0.21","1.02","6.40","10.83","17.23"
"2021-01-28","0.00","0.91","3.76","9.12","12.88"
"2021-01-29","-0.23","0.67","2.22","6.41","8.62"
"2021-01-30","-0.15","0.79","3.03","7.53","10.56"
"2021-01-31","-0.19","0.78","2.07","7.13","9.20"
"2021-02-01","0.05","0.90","5.92","9.21","15.13"
"2021-02-02","0.09","0.95","5.27","9.98","15.26"
"2021-02-03","0.06","0.98","4.28","10.51","14.79"
"2021-02-04","0.08","0.94","5.51","9.86","15.37"
"2021-02-05","0.14","1.03","5.47","11.19","16.66"
"2021-02-06","0.05","0.96","4.80","10.18","14.98"
"2021-02-07","0.01","0.94","4.53","9.82","14.36"
"2021-02-08","0.06","0.95","4.81","10.14","14.95"
"2021-02-09","0.10","0.99","4.97","10.61","15.58"
"2021-02-10","0.11","1.02","4.91","11.13","16.04"
"2021-02-11","0.14","0.94","5.57","9.76","15.33"
"2021-02-12","0.07","0.95","4.60","9.79","14.39"
"2021-02-13","0.02","0.90","5.61","9.01","14.62"
"2021-02-14","-0.11","0.86","3.38","8.42","11.80"
"2021-02-15","0.02","0.95","3.82","9.90","13.72"
"2021-02-16","0.13","1.01","4.93","10.71","15.64"
"2021-02-17","0.09","0.97","4.82","10.17","14.98"
"2021-02-18","0.12","0.99","4.82","10.50","15.33"
"2021-02-19","0.17","1.03","5.63","11.15","16.79"
"2021-02-20","0.15","1.06","4.77","11.62","16.39"
"2021-02-21","0.01","0.98","3.54","10.23","13.77"
"2021-02-22","0.02","0.96","3.81","9.95","13.76"
"2021-02-23","0.03","0.97","3.84","10.01","13.85"
"2021-02-24","0.00","0.95","3.62","9.79","13.41"
"2021-02-25","0.07","1.00","4.19","10.61","14.80"
"2021-02-26","0.16","1.04","5.02","11.14","16.16"
"2021-02-27","0.14","1.04","5.11","11.22","16.32"
"2021-02-28","0.06","0.98","4.29","10.29","14.58"
"2021-03-01","0.12","0.96","5.47","10.13","15.60"
"2021-03-02","0.17","1.04","5.34","11.11","16.45"
"2021-03-03","0.15","1.01","7.62","10.70","18.33"
"2021-03-04","0.19","1.03","8.59","11.09","19.67"
"2021-03-05","0.20","1.04","7.15","11.22","18.38"
"2021-03-06","0.21","1.03","7.43","10.94","18.38"
"2021-03-07","0.06","0.97","4.07","9.98","14.05"
"2021-03-08","-0.07","0.88","2.84","8.55","11.39"
"2021-03-09","0.02","0.93","3.45","9.42","12.87"
"2021-03-10","-0.03","0.92","2.98","9.20","12.18"
"2021-03-11","-0.07","0.90","2.68","8.91","11.60"
"2021-03-12","-0.03","0.91","3.08","9.14","12.23"
"2021-03-13","-0.08","0.88","2.65","8.63","11.28"
"2021-03-14","-0.18","0.84","1.94","8.03","9.97"
"2021-03-15","-0.20","0.81","2.16","7.71","9.87"
"2021-03-16","-0.33","0.73","1.19","6.52","7.71"
"2021-03-17","-0.31","0.77","1.26","7.02","8.28"
"2021-03-18","-0.23","0.81","2.03","7.52","9.55"
"2021-03-19","-0.19","0.85","1.90","8.16","10.05"
"2021-03-20","-0.25","0.81","1.61","7.57","9.17"
"2021-03-21","-0.25","0.81","1.57","7.58","9.15"
"2021-03-22","-0.27","0.81","1.41","7.52","8.93"
"2021-03-23","-0.29","0.79","1.32","7.35","8.67"
"2021-03-24","-0.26","0.81","1.51","7.61","9.12"
"2021-03-25","-0.23","0.84","1.62","8.02","9.64"
"2021-03-26","-0.23","0.83","1.66","7.90","9.56"
"2021-03-27","-0.20","0.87","1.80","8.45","10.25"
"2021-03-28","-0.20","0.85","1.87","8.26","10.13"
"2021-03-29","-0.16","0.87","2.14","8.51","10.65"
"2021-03-30","-0.05","0.94","2.98","9.53","12.51"
"2021-03-31","0.10","1.00","5.42","10.62","16.04"
"2021-04-01","0.21","1.06","8.73","11.66","20.39"
"2021-04-02","0.28","1.08","10.72","11.88","22.61"
"2021-04-03","0.28","1.05","11.14","11.45","22.59"
"2021-04-04","0.07","0.96","6.04","9.95","15.99"
"2021-04-05","0.22","1.02","7.73","10.84","18.57"
"2021-04-06","0.24","0.87","7.24","8.51","15.75"
"2021-04-07","0.11","0.57","4.47","4.25","8.73"
"2021-04-08","-0.02","0.43","2.91","2.93","5.84"
"2021-04-09","-0.09","0.33","2.33","2.07","4.40"
